id;velocidad_viento_10m;presion_superficie;temp_suelo_7cm;humedad_suelo_7cm;temp_suelo_250cm
2287;1.5;712.6;10.0;0.438;10.7
2288;3.6;1009.1;28.3;0.456;27.0
2289;1.9;890.1;20.8;0.393;21.7
2290;6.2;715.4;14.1;0.404;10.7
2291;1.0;1012.3;25.2;0.493;27.0
2292;4.9;893.6;22.9;0.391;21.7
2293;1.3;713.1;8.7;0.416;10.7
2294;3.8;1009.9;26.7;0.511;27.0
2295;4.7;891.2;21.0;0.373;21.7
2296;4.5;715.2;11.6;0.431;10.7
2297;1.8;1011.4;24.9;0.503;27.0
2298;5.2;893.4;22.4;0.374;21.7
2299;2.7;712.8;8.4;0.398;10.7
2300;4.9;1008.2;28.2;0.492;27.0
2301;2.5;890.0;20.5;0.374;21.7
2302;6.8;716.1;14.5;0.386;10.7
2303;3.9;1011.5;25.0;0.512;27.0
2304;3.4;893.9;21.9;0.387;21.7
2305;1.8;713.5;8.3;0.406;10.7
2306;0.4;1009.5;26.7;0.511;27.0
2307;2.2;890.4;20.3;0.374;21.7
2308;6.2;715.1;13.5;0.402;10.7
2309;3.2;1011.4;24.7;0.512;27.0
2310;3.2;893.4;22.8;0.378;21.7
2311;2.3;713.3;9.4;0.411;10.7
2312;4.9;1009.2;26.5;0.512;27.0
2313;5.2;891.6;21.2;0.370;21.7
2314;4.6;714.6;10.9;0.413;10.7
2315;1.3;1010.5;25.0;0.501;27.0
2316;3.4;893.3;23.6;0.368;21.7
2317;1.5;713.1;10.0;0.393;10.7
2318;5.7;1009.1;26.8;0.499;27.0
2319;4.3;890.6;21.3;0.352;21.7
2320;3.3;714.3;11.3;0.403;10.7
2321;4.1;1011.7;24.4;0.486;27.0
2322;0.7;893.5;23.6;0.356;21.7
2323;1.5;712.8;9.5;0.411;10.7
2324;4.0;1009.5;26.9;0.500;27.0
2325;4.5;890.8;21.3;0.351;21.7
2326;6.2;714.8;10.4;0.422;10.7
2327;4.9;1011.0;25.3;0.506;27.0
2328;0.5;893.6;23.5;0.353;21.7
2329;1.3;713.5;9.1;0.431;10.7
2330;3.2;1009.3;28.3;0.482;27.0
2331;4.7;892.1;21.3;0.360;21.7
2332;3.3;714.8;10.6;0.421;10.7
2333;0.4;1011.5;25.2;0.491;27.0
2334;2.2;894.3;21.9;0.419;21.7
2335;0.5;713.2;8.2;0.416;10.7
2336;0.8;1008.3;28.9;0.466;27.0
2337;4.3;892.1;20.3;0.424;21.7
2338;4.7;714.9;10.8;0.426;10.7
2339;2.5;1010.9;25.9;0.505;27.0
2340;2.3;893.6;23.0;0.418;21.7
2341;3.7;713.1;8.4;0.415;10.7
2342;0.4;1008.3;26.4;0.490;27.0
2343;4.7;890.5;20.1;0.411;21.7
2344;6.4;714.5;11.0;0.414;10.7
2345;3.8;1010.5;24.6;0.497;26.9
2346;2.3;893.0;21.3;0.419;21.7
2347;3.5;712.9;9.5;0.407;10.7
2348;3.8;1007.9;26.3;0.495;26.9
2349;4.1;890.0;20.8;0.414;21.7
2350;3.3;714.4;10.4;0.418;10.7
2351;5.5;1010.2;24.2;0.490;26.9
2352;2.9;893.5;23.6;0.410;21.7
2353;3.4;713.3;9.4;0.417;10.7
2354;6.5;1007.9;28.0;0.474;26.9
2355;4.9;889.9;20.8;0.395;21.7
2356;5.9;715.4;11.0;0.421;10.7
2357;2.5;1010.3;24.8;0.501;26.9
2358;2.7;893.6;23.6;0.390;21.7
2359;4.0;713.6;8.8;0.408;10.7
2360;4.1;1007.9;27.7;0.485;26.9
2361;4.3;890.5;21.0;0.382;21.7
2362;7.1;715.8;14.8;0.393;10.6
2363;2.6;1011.5;24.4;0.495;26.9
2364;2.7;893.7;23.7;0.380;21.7
2365;3.6;713.2;9.1;0.406;10.6
2366;1.3;1008.6;27.5;0.500;26.9
2367;2.4;890.3;20.9;0.374;21.7
2368;5.4;714.9;14.6;0.397;10.6
2369;5.1;1010.8;24.6;0.508;26.9
2370;2.6;892.9;22.2;0.407;21.7
2371;1.8;712.7;9.0;0.414;10.6
2372;7.0;1007.4;26.8;0.494;26.9
2373;4.4;889.8;21.0;0.388;21.7
2374;7.8;715.9;13.0;0.429;10.6
2375;3.3;1009.7;24.8;0.504;26.9
2376;4.0;894.0;23.5;0.385;21.7
2377;2.9;713.4;8.4;0.412;10.6
2378;4.0;1007.7;26.2;0.511;26.9
2379;7.3;890.9;21.3;0.366;21.7
2380;7.8;716.9;14.3;0.398;10.6
2381;3.7;1009.1;25.3;0.500;26.9
2382;4.3;894.0;23.2;0.364;21.7
2383;4.2;713.9;10.2;0.393;10.6
2384;6.1;1007.2;27.4;0.482;26.9
2385;5.1;892.0;21.4;0.345;21.7
2386;6.3;715.7;11.4;0.417;10.6
2387;3.2;1009.7;25.3;0.480;26.9
2388;2.3;893.8;23.1;0.373;21.7
2389;4.9;713.8;9.2;0.413;10.6
2390;8.6;1008.2;27.8;0.470;26.9
2391;6.0;891.4;20.7;0.377;21.7
2392;7.6;716.1;11.4;0.425;10.6
2393;4.6;1010.4;25.2;0.473;26.9
2394;1.0;893.9;23.5;0.404;21.7
2395;2.3;713.6;8.4;0.415;10.6
2396;4.7;1007.8;27.6;0.464;26.9
2397;5.5;890.8;21.3;0.395;21.7
2398;7.9;716.8;13.4;0.410;10.6
2399;2.3;1010.2;25.2;0.472;26.9
2400;1.8;894.2;23.4;0.416;21.7
2401;3.1;714.6;9.2;0.415;10.6
2402;3.8;1008.1;27.5;0.505;26.9
2403;5.5;891.6;21.4;0.393;21.7
2404;4.3;716.3;13.9;0.403;10.6
2405;5.4;1011.6;25.1;0.499;26.9
2406;3.6;894.7;23.5;0.415;21.7
2407;7.1;714.3;10.4;0.435;10.7
2408;5.5;1009.6;26.5;0.512;26.9
2409;4.8;892.2;21.2;0.395;21.7
2410;6.8;716.8;13.6;0.428;10.7
2411;2.2;1011.5;25.6;0.503;26.9
2412;5.8;894.4;23.5;0.410;21.7
2413;1.8;714.7;9.1;0.412;10.7
2414;1.4;1009.7;26.1;0.506;26.9
2415;4.2;892.0;21.3;0.396;21.7
2416;4.7;717.1;14.9;0.398;10.7
2417;4.2;1011.3;25.5;0.502;26.9
2418;4.1;894.5;23.2;0.396;21.7
2419;3.4;714.5;10.3;0.412;10.7
2420;6.7;1008.2;28.1;0.478;26.9
2421;3.4;891.6;21.8;0.380;21.7
2422;6.0;717.3;15.3;0.395;10.7
2423;5.4;1010.4;26.7;0.496;26.9
2424;1.5;894.4;23.4;0.398;21.7
2425;1.5;714.3;10.0;0.406;10.7
2426;5.7;1007.8;27.7;0.484;26.9
2427;4.8;891.5;22.4;0.377;21.8
2428;6.2;717.3;15.0;0.403;10.7
2429;4.6;1011.0;26.3;0.477;26.9
2430;2.8;893.8;24.4;0.386;21.8
2431;1.1;715.3;10.7;0.425;10.7
2432;4.8;1008.8;28.0;0.463;26.9
2433;3.1;892.8;21.9;0.426;21.8
2434;8.3;716.4;14.6;0.415;10.7
2435;4.9;1011.0;25.7;0.475;26.9
2436;3.2;893.6;23.9;0.412;21.8
2437;2.1;714.6;10.7;0.412;10.7
2438;3.4;1010.0;27.1;0.509;26.9
2439;4.4;891.9;21.0;0.430;21.8
2440;6.6;715.6;14.5;0.411;10.7
2441;3.1;1011.1;24.8;0.487;26.9
2442;8.9;893.1;22.6;0.419;21.8
2443;2.8;713.4;10.6;0.416;10.7
2444;5.6;1008.9;27.2;0.493;26.8
2445;3.6;891.5;21.3;0.430;21.8
2446;3.5;713.6;11.4;0.437;10.7
2447;1.8;1010.0;25.6;0.517;26.8
2448;3.6;892.0;21.6;0.427;21.8
2449;1.8;713.0;10.0;0.417;10.7
2450;3.3;1008.5;26.5;0.497;26.8
2451;1.8;891.2;21.4;0.418;21.8
2452;5.8;714.1;10.7;0.437;10.7
2453;4.4;1010.2;25.9;0.501;26.8
2454;1.0;892.6;21.6;0.429;21.8
2455;1.3;713.2;9.3;0.409;10.7
2456;2.5;1008.6;26.5;0.509;26.8
2457;4.0;892.0;21.3;0.429;21.8
2458;5.4;715.8;14.7;0.395;10.7
2459;3.7;1010.5;25.9;0.499;26.8
2460;2.9;893.5;23.5;0.421;21.8
2461;0.8;713.9;10.0;0.388;10.7
2462;4.4;1007.9;29.1;0.477;26.8
2463;3.3;891.6;21.7;0.413;21.8
2464;6.2;717.1;15.6;0.379;10.8
2465;1.3;1011.9;25.6;0.512;26.8
2466;3.7;894.3;23.7;0.410;21.8
2467;1.5;714.3;9.9;0.383;10.8
2468;2.0;1010.6;27.0;0.499;26.8
2469;1.5;892.6;22.1;0.400;21.8
2470;6.1;717.5;15.4;0.374;10.8
2471;5.6;1013.7;24.8;0.513;26.8
2472;8.2;895.6;22.5;0.425;21.8
2473;0.8;715.7;11.0;0.420;10.8
2474;4.8;1011.4;27.5;0.478;26.8
2475;4.0;892.0;20.5;0.418;21.8
2476;7.1;716.7;12.9;0.427;10.8
2477;1.3;1013.0;25.0;0.477;26.8
2478;7.3;895.1;22.6;0.427;21.8
2479;1.5;714.6;9.5;0.431;10.8
2480;3.6;1010.9;27.9;0.504;26.8
2481;0.8;892.4;20.6;0.420;21.8
2482;7.8;716.5;13.2;0.433;10.8
2483;5.6;1013.2;25.3;0.489;26.8
2484;6.5;894.0;22.6;0.421;21.8
2485;0.8;714.4;10.2;0.432;10.8
2486;6.5;1010.1;29.0;0.470;26.8
2487;3.6;892.7;21.0;0.411;21.8
2488;7.7;714.8;11.2;0.438;10.8
2489;3.4;1012.7;25.8;0.471;26.8
2490;6.4;893.9;22.1;0.423;21.8
2491;2.1;714.5;8.8;0.414;10.8
2492;5.1;1011.1;29.4;0.446;26.8
2493;3.9;892.7;20.5;0.422;21.8
2494;7.0;716.6;13.6;0.409;10.8
2495;2.7;1013.3;25.7;0.448;26.8
2496;3.7;894.6;20.7;0.430;21.8
2497;3.5;714.5;10.0;0.423;10.8
2498;9.7;1011.2;28.2;0.438;26.8
2499;1.1;893.6;19.7;0.430;21.8
2500;9.6;717.4;13.4;0.426;10.8
2501;0.4;1013.5;25.1;0.443;26.8
2502;3.1;894.8;22.2;0.422;21.8
2503;2.4;714.3;10.4;0.420;10.8
2504;5.0;1011.5;27.4;0.443;26.8
2505;2.4;893.0;20.0;0.430;21.8
2506;8.8;716.7;12.7;0.437;10.8
2507;3.9;1012.8;25.1;0.444;26.8
2508;4.0;894.7;21.6;0.430;21.8
2509;4.3;713.3;9.5;0.419;10.8
2510;4.4;1009.9;27.9;0.439;26.8
2511;3.5;892.6;20.0;0.422;21.8
2512;9.0;714.7;12.5;0.439;10.8
2513;4.0;1012.1;24.9;0.441;26.8
2514;3.6;893.8;21.3;0.430;21.8
2515;1.5;714.1;9.0;0.412;10.8
2516;4.2;1009.6;27.4;0.432;26.8
2517;3.2;892.9;20.6;0.430;21.8
2518;6.7;715.3;10.4;0.438;10.8
2519;2.6;1011.5;25.7;0.430;26.8
2520;2.6;894.0;23.7;0.422;21.8
2521;3.6;713.4;8.3;0.413;10.8
2522;8.7;1008.2;28.2;0.422;26.8
2523;4.0;892.3;21.1;0.415;21.8
2524;7.8;715.7;11.8;0.433;10.8
2525;4.4;1010.0;25.9;0.429;26.8
2526;3.9;894.5;23.2;0.421;21.8
2527;4.1;713.6;9.5;0.436;10.8
2528;2.3;1007.5;27.6;0.428;26.8
2529;4.8;891.5;21.2;0.403;21.8
2530;6.5;715.3;10.6;0.436;10.8
2531;3.3;1009.9;25.9;0.429;26.8
2532;1.3;894.3;22.3;0.418;21.8
2533;2.9;713.7;9.7;0.418;10.8
2534;4.3;1008.3;27.7;0.428;26.8
2535;3.8;891.1;20.7;0.415;21.8
2536;3.3;715.1;11.4;0.420;10.8
2537;4.8;1009.9;25.6;0.453;26.8
2538;4.2;892.8;23.6;0.415;21.8
2539;3.5;713.3;9.6;0.416;10.8
2540;3.1;1007.4;28.7;0.437;26.8
2541;4.7;890.6;21.2;0.422;21.8
2542;5.7;715.5;13.9;0.405;10.8
2543;3.7;1009.6;25.7;0.435;26.8
2544;3.6;892.2;21.9;0.428;21.8
2545;1.1;713.3;10.5;0.420;10.8
2546;4.1;1007.3;27.8;0.441;26.8
2547;1.5;891.5;20.8;0.428;21.8
2548;11.0;715.7;14.6;0.427;10.8
2549;4.5;1009.6;25.3;0.448;26.8
2550;1.5;891.7;22.8;0.425;21.8
2551;2.3;711.8;10.0;0.424;10.8
2552;6.0;1007.0;27.9;0.489;26.8
2553;0.4;890.3;21.4;0.418;21.8
2554;7.9;714.4;13.5;0.422;10.8
2555;3.6;1009.7;25.4;0.472;26.8
2556;4.7;891.1;22.9;0.423;21.8
2557;0.8;712.4;10.6;0.431;10.8
2558;3.4;1007.8;26.8;0.449;26.8
2559;3.6;890.5;20.3;0.426;21.8
2560;8.2;715.0;13.4;0.429;10.9
2561;2.2;1009.8;25.3;0.450;26.8
2562;1.9;892.5;20.7;0.427;21.8
2563;1.5;713.3;10.4;0.431;10.9
2564;2.9;1009.0;26.8;0.491;26.8
2565;2.6;892.1;20.3;0.430;21.8
2566;7.9;714.7;10.4;0.438;10.9
2567;5.4;1011.6;25.0;0.507;26.8
2568;5.2;894.4;21.2;0.420;21.8
2569;1.1;714.3;8.9;0.415;10.9
2570;3.3;1009.3;27.6;0.483;26.8
2571;3.3;892.5;20.8;0.408;21.8
2572;7.6;716.1;11.2;0.422;10.9
2573;4.0;1012.4;25.1;0.508;26.8
2574;3.3;894.6;21.0;0.430;21.8
2575;1.1;713.3;8.4;0.410;10.9
2576;8.3;1009.0;27.3;0.502;26.8
2577;2.4;892.5;19.4;0.421;21.8
2578;5.1;714.5;10.3;0.416;10.9
2579;4.6;1011.7;25.1;0.508;26.8
2580;2.8;894.2;20.8;0.429;21.8
2581;2.1;713.3;8.4;0.416;10.9
2582;5.6;1008.1;26.9;0.494;26.8
2583;2.3;891.8;20.0;0.423;21.8
2584;8.4;716.9;12.9;0.427;10.9
2585;4.2;1010.1;25.1;0.487;26.8
2586;2.5;894.2;23.1;0.420;21.8
2587;2.9;714.1;8.5;0.413;10.9
2588;5.1;1007.6;27.7;0.483;26.8
2589;4.3;891.8;20.7;0.417;21.8
2590;5.4;716.7;12.1;0.417;10.9
2591;1.5;1010.6;25.5;0.501;26.8
2592;4.7;894.4;21.3;0.425;21.8
2593;0.4;714.7;10.0;0.422;10.9
2594;4.1;1010.7;26.2;0.508;26.8
2595;4.0;893.6;20.5;0.430;21.8
2596;5.5;716.9;11.6;0.429;10.9
2597;3.1;1012.2;24.9;0.492;26.8
2598;3.6;895.1;20.5;0.430;21.8
2599;1.3;715.1;8.8;0.415;10.9
2600;3.6;1011.7;25.8;0.521;26.8
2601;2.4;893.2;19.3;0.421;21.8
2602;5.3;716.5;13.4;0.407;10.9
2603;4.7;1013.2;24.1;0.519;26.8
2604;1.4;895.0;21.7;0.413;21.8
2605;1.1;714.7;9.5;0.423;10.9
2606;4.1;1010.6;26.7;0.483;26.8
2607;0.7;893.7;20.5;0.430;21.8
2608;7.6;716.3;12.2;0.433;10.9
2609;1.0;1012.7;24.6;0.504;26.8
2610;2.8;894.4;22.8;0.419;21.8
2611;1.3;714.0;10.0;0.428;10.9
2612;2.8;1011.3;26.7;0.482;26.8
2613;2.4;893.0;20.3;0.427;21.7
2614;9.8;716.4;13.0;0.436;10.9
2615;2.7;1012.9;24.7;0.508;26.8
2616;3.7;894.9;21.8;0.426;21.7
2617;0.5;714.4;8.9;0.423;10.9
2618;4.7;1010.7;26.4;0.493;26.8
2619;3.6;894.1;19.1;0.424;21.7
2620;9.7;717.2;13.5;0.439;10.9
2621;0.4;1012.8;24.9;0.486;26.8
2622;4.6;895.8;21.3;0.429;21.7
2623;1.1;714.4;8.7;0.425;10.8
2624;8.0;1010.2;26.5;0.504;26.8
2625;4.6;894.5;19.8;0.430;21.7
2626;8.2;716.4;12.2;0.431;10.8
2627;4.9;1012.8;25.9;0.490;26.8
2628;3.5;895.6;20.7;0.425;21.7
2629;1.5;714.1;9.0;0.423;10.8
2630;1.8;1011.0;27.3;0.510;26.8
2631;2.5;893.4;19.4;0.416;21.7
2632;10.5;717.1;14.6;0.438;10.8
2633;5.1;1012.4;24.9;0.516;26.8
2634;5.9;895.2;22.8;0.411;21.7
2635;4.0;713.5;9.1;0.420;10.8
2636;4.2;1009.9;27.5;0.506;26.7
2637;2.1;893.4;20.2;0.426;21.7
2638;5.8;715.8;10.7;0.422;10.8
2639;2.5;1011.8;25.0;0.510;26.7
2640;2.3;894.5;21.5;0.429;21.7
2641;1.4;713.6;9.6;0.422;10.8
2642;2.9;1010.6;27.1;0.498;26.7
2643;2.5;893.8;20.4;0.430;21.7
2644;5.4;716.0;11.2;0.427;10.8
2645;3.3;1012.5;25.0;0.509;26.7
2646;3.6;894.5;22.1;0.422;21.7
2647;1.5;713.8;8.0;0.417;10.8
2648;3.8;1008.5;27.8;0.480;26.7
2649;1.5;891.4;20.1;0.413;21.7
2650;10.0;716.8;13.9;0.428;10.8
2651;3.2;1011.3;26.0;0.486;26.7
2652;4.0;894.3;22.7;0.411;21.7
2653;2.6;713.8;8.4;0.415;10.8
2654;6.4;1008.4;28.0;0.492;26.7
2655;0.4;893.2;20.8;0.412;21.7
2656;2.9;715.4;10.2;0.430;10.8
2657;3.3;1012.2;25.7;0.511;26.7
2658;1.5;894.5;21.0;0.426;21.7
2659;3.0;714.1;9.0;0.437;10.8
2660;4.1;1009.2;28.1;0.473;26.7
2661;1.1;892.9;19.6;0.416;21.7
2662;10.6;716.6;13.6;0.434;10.8
2663;6.6;1011.5;25.7;0.473;26.7
2664;2.2;894.0;22.6;0.408;21.7
2665;2.4;713.6;8.9;0.418;10.8
2666;8.9;1009.4;27.7;0.484;26.7
2667;2.8;892.2;20.2;0.427;21.7
2668;6.9;715.8;14.6;0.421;10.8
2669;2.5;1011.2;25.3;0.505;26.7
2670;9.7;893.4;22.2;0.421;21.7
2671;3.1;713.2;10.0;0.434;10.8
2672;6.6;1009.1;27.9;0.483;26.7
2673;0.4;892.2;20.0;0.429;21.6
2674;5.2;715.6;11.3;0.438;10.8
2675;1.8;1010.5;25.6;0.476;26.7
2676;1.8;893.7;22.4;0.423;21.6
2677;1.3;713.8;9.5;0.435;10.8
2678;5.4;1009.7;27.9;0.469;26.7
2679;2.9;892.7;20.6;0.429;21.6
2680;6.4;715.4;10.2;0.430;10.8
2681;4.7;1012.4;25.5;0.466;26.7
2682;2.7;894.6;22.6;0.418;21.6
2683;0.5;714.6;9.0;0.422;10.8
2684;6.2;1010.2;28.7;0.451;26.7
2685;2.2;893.0;20.1;0.412;21.6
2686;5.8;717.0;14.3;0.412;10.8
2687;1.5;1011.4;26.9;0.448;26.7
2688;3.8;895.0;22.4;0.407;21.6
2689;3.3;714.3;9.9;0.426;10.8
2690;4.3;1008.4;29.1;0.434;26.7
2691;0.7;892.9;20.7;0.407;21.6
2692;4.7;716.5;14.5;0.403;10.8
2693;3.6;1011.8;25.6;0.456;26.7
2694;2.3;895.1;22.9;0.401;21.6
2695;0.8;714.8;8.9;0.419;10.8
2696;4.5;1009.6;27.7;0.462;26.7
2697;2.9;893.2;19.8;0.410;21.6
2698;6.1;717.2;14.5;0.412;10.8
2699;3.2;1011.3;25.1;0.455;26.7
2700;3.1;895.6;23.7;0.401;21.6
2701;3.3;714.3;8.8;0.413;10.8
2702;5.2;1009.0;28.7;0.444;26.7
2703;5.2;891.5;20.8;0.389;21.6
2704;10.8;717.5;14.1;0.428;10.8
2705;3.3;1011.9;25.0;0.462;26.7
2706;1.1;894.4;23.4;0.396;21.6
2707;4.3;714.0;8.7;0.416;10.8
2708;4.1;1009.7;27.4;0.460;26.7
2709;1.4;891.9;21.1;0.390;21.6
2710;11.0;715.9;13.8;0.417;10.8
2711;2.5;1011.3;24.2;0.484;26.7
2712;6.0;893.5;21.2;0.415;21.6
2713;0.8;713.3;9.3;0.417;10.8
2714;3.2;1007.2;28.3;0.449;26.7
2715;2.5;892.4;20.3;0.430;21.6
2716;6.4;715.7;13.2;0.426;10.8
2717;3.5;1009.0;25.8;0.444;26.7
2718;1.8;893.1;23.3;0.422;21.6
2719;3.4;713.0;9.2;0.414;10.8
2720;3.6;1007.1;27.1;0.504;26.7
2721;3.8;891.6;21.0;0.424;21.6
2722;9.8;715.6;11.3;0.436;10.8
2723;2.6;1009.4;25.5;0.481;26.7
2724;1.3;893.6;22.1;0.424;21.6
2725;2.6;713.3;9.1;0.417;10.8
2726;5.2;1007.9;27.5;0.457;26.7
2727;5.0;891.7;20.9;0.414;21.6
2728;7.6;715.1;10.4;0.434;10.8
2729;2.9;1009.6;24.9;0.454;26.7
2730;2.1;894.0;20.8;0.430;21.6
2731;3.2;713.6;7.7;0.410;10.8
2732;5.4;1006.6;29.1;0.440;26.7
2733;5.4;891.2;20.0;0.423;21.6
2734;5.4;714.9;10.7;0.430;10.8
2735;3.1;1008.8;25.8;0.438;26.7
2736;2.1;893.4;21.6;0.428;21.6
2737;2.3;713.3;8.1;0.420;10.8
2738;9.4;1006.2;28.8;0.432;26.7
2739;4.7;890.4;20.2;0.415;21.6
2740;7.0;715.9;14.7;0.400;10.8
2741;2.1;1008.1;26.0;0.434;26.7
2742;1.1;892.8;22.3;0.424;21.6
2743;3.1;712.8;8.7;0.417;10.8
2744;6.3;1006.2;29.2;0.418;26.7
2745;4.3;889.9;20.3;0.415;21.6
2746;5.4;715.8;14.6;0.402;10.8
2747;0.7;1008.7;25.7;0.439;26.7
2748;3.1;892.5;22.0;0.423;21.6
2749;4.5;713.5;10.2;0.414;10.8
2750;3.5;1007.4;28.4;0.511;26.7
2751;4.3;891.4;20.8;0.410;21.6
2752;5.6;715.9;12.3;0.404;10.8
2753;5.7;1011.2;25.2;0.499;26.7
2754;1.9;893.9;21.4;0.426;21.6
2755;1.9;714.0;9.4;0.411;10.7
2756;4.7;1008.0;28.9;0.477;26.7
2757;3.7;891.2;20.9;0.405;21.6
2758;4.8;714.5;9.8;0.438;10.7
2759;4.3;1009.6;26.0;0.478;26.7
2760;2.2;893.8;20.3;0.430;21.6
2761;1.3;713.8;8.4;0.419;10.7
2762;6.1;1008.6;28.2;0.471;26.7
2763;4.6;890.1;20.3;0.412;21.6
2764;4.8;716.0;13.1;0.412;10.7
2765;1.9;1009.7;25.2;0.472;26.7
2766;5.1;893.9;22.4;0.404;21.6
2767;1.0;713.8;8.7;0.415;10.7
2768;4.7;1008.4;27.0;0.484;26.7
2769;5.0;890.5;20.5;0.394;21.6
2770;5.4;716.8;14.4;0.418;10.7
2771;3.0;1010.4;24.9;0.475;26.7
2772;3.4;894.8;21.3;0.418;21.6
2773;3.8;714.3;8.7;0.415;10.7
2774;4.2;1008.6;28.1;0.458;26.7
2775;3.0;891.0;19.6;0.399;21.6
2776;4.5;715.8;11.1;0.415;10.7
2777;5.5;1010.5;25.9;0.455;26.7
2778;5.3;894.9;22.5;0.397;21.6
2779;2.1;715.2;9.5;0.421;10.7
2780;4.5;1009.5;27.7;0.505;26.7
2781;3.3;891.7;20.3;0.390;21.6
2782;7.5;716.9;12.6;0.423;10.7
2783;2.2;1012.4;24.7;0.504;26.7
2784;4.5;894.7;23.2;0.382;21.6
2785;2.0;714.4;7.8;0.414;10.7
2786;4.9;1008.3;28.4;0.496;26.7
2787;3.8;890.9;20.7;0.370;21.6
2788;4.7;717.3;14.8;0.399;10.7
2789;2.3;1011.8;24.7;0.502;26.7
2790;2.3;895.1;24.3;0.370;21.6
2791;3.1;714.8;9.3;0.413;10.7
2792;5.6;1010.0;27.9;0.498;26.7
2793;2.4;891.6;20.7;0.372;21.5
2794;6.3;716.9;14.5;0.400;10.7
2795;3.8;1012.4;25.7;0.519;26.7
2796;4.8;894.5;21.1;0.414;21.6
2797;3.5;713.7;9.4;0.415;10.7
2798;6.2;1006.6;29.0;0.477;26.7
2799;4.8;891.7;21.1;0.395;21.6
2800;5.4;715.7;11.9;0.416;10.7
2801;4.0;1009.6;26.8;0.472;26.7
2802;0.0;894.0;21.7;0.415;21.6
2803;4.3;714.2;8.8;0.410;10.7
2804;6.9;1006.7;28.6;0.458;26.7
2805;5.0;891.4;21.0;0.397;21.6
2806;8.8;717.1;12.1;0.437;10.7
2807;1.1;1008.9;26.0;0.457;26.7
2808;0.8;894.9;22.1;0.422;21.6
2809;2.5;714.3;8.1;0.422;10.7
2810;8.6;1007.4;28.8;0.442;26.7
2811;6.8;890.8;19.2;0.414;21.6
2812;4.4;716.9;12.7;0.408;10.7
2813;2.9;1009.8;25.5;0.443;26.7
2814;9.1;895.8;22.9;0.407;21.6
2815;2.7;715.4;9.2;0.415;10.7
2816;8.0;1008.0;28.9;0.433;26.7
2817;6.6;893.4;20.4;0.394;21.6
2818;6.0;717.5;13.5;0.411;10.7
2819;2.2;1011.0;26.3;0.432;26.7
2820;5.2;895.3;23.1;0.392;21.6
2821;3.2;714.5;10.2;0.434;10.7
2822;2.9;1009.2;27.0;0.502;26.7
2823;5.0;892.8;21.2;0.381;21.6
2824;6.6;716.7;12.4;0.426;10.7
2825;2.7;1010.4;25.2;0.479;26.7
2826;0.5;894.4;21.5;0.401;21.6
2827;2.6;714.3;8.7;0.416;10.7
2828;4.3;1009.4;27.2;0.501;26.7
2829;3.9;890.2;19.9;0.395;21.6
2830;5.8;716.1;13.8;0.401;10.7
2831;3.1;1011.3;24.2;0.500;26.7
2832;4.3;894.3;23.8;0.388;21.6
2833;3.3;714.4;8.6;0.415;10.7
2834;5.4;1009.0;28.1;0.497;26.7
2835;5.1;892.0;21.2;0.369;21.6
2836;5.8;716.8;11.6;0.419;10.7
2837;4.1;1010.3;25.4;0.491;26.7
2838;2.9;895.5;21.7;0.401;21.6
2839;1.5;715.1;7.7;0.410;10.7
2840;6.8;1008.6;28.6;0.471;26.7
2841;3.7;891.4;20.3;0.382;21.6
2842;6.8;717.3;15.1;0.392;10.7
2843;2.3;1012.7;25.1;0.499;26.7
2844;4.7;894.6;24.5;0.373;21.6
2845;3.0;714.9;10.3;0.433;10.7
2846;3.4;1010.5;27.5;0.476;26.7
2847;4.7;894.0;21.2;0.421;21.6
2848;5.2;717.0;11.3;0.419;10.7
2849;1.6;1012.4;25.3;0.484;26.7
2850;0.4;896.2;22.9;0.413;21.6
2851;4.0;715.0;8.0;0.412;10.7
2852;4.5;1009.6;27.8;0.467;26.7
2853;3.2;892.2;21.0;0.393;21.6
2854;4.7;717.4;14.3;0.396;10.7
2855;3.1;1011.5;24.8;0.464;26.7
2856;2.4;895.1;24.0;0.387;21.6
2857;2.3;714.7;8.8;0.416;10.7
2858;6.2;1009.9;28.5;0.455;26.7
2859;5.0;892.9;21.3;0.372;21.6
2860;9.9;717.3;14.0;0.417;10.7
2861;0.8;1011.2;25.5;0.451;26.7
2862;5.5;895.1;24.1;0.367;21.6
2863;3.7;714.7;8.0;0.416;10.7
2864;4.7;1009.5;29.1;0.439;26.7
2865;3.5;891.5;21.3;0.347;21.6
2866;11.1;717.1;14.7;0.407;10.7
2867;3.1;1010.3;25.2;0.447;26.7
2868;4.8;894.1;24.2;0.352;21.6
2869;1.0;713.9;8.8;0.416;10.7
2870;4.0;1008.3;28.8;0.437;26.7
2871;6.2;891.2;21.3;0.342;21.6
2872;5.3;716.5;14.7;0.405;10.7
2873;5.4;1011.8;24.3;0.438;26.7
2874;4.8;894.3;24.6;0.351;21.6
2875;2.5;714.5;9.3;0.419;10.7
2876;4.7;1010.0;27.2;0.489;26.7
2877;3.6;893.1;21.4;0.376;21.6
2878;6.7;717.0;14.2;0.404;10.7
2879;0.8;1010.9;25.1;0.490;26.7
2880;0.7;894.8;23.9;0.396;21.6
2881;3.1;714.0;8.3;0.411;10.7
2882;4.7;1008.4;28.9;0.459;26.7
2883;2.3;891.4;21.0;0.382;21.6
